review,label
I hate that the the music stops then skips me and make me fayl,complaint
This game is wonderful I enjoy it very much...one of the best out there...,
Worst game ever I tap the tile but it says I taped a white tile or it says I didn't tap the black tile. DON'T GET IT,complaint
Omg this update is on fire Make more updates and you may be the best piano game LOVE YOU PIANOTILES,request
"Everything is awesome in this game,except the messy or compact interface of main menu",complaint
Its good,
Awesome,
Its great....i love it....??????,
I liked it,
Try it! It's good!,
Very good game,
It can help actually play the piano. It is like a private piano teacher!! U should download it! ????,
Loved it,
Awesome i think,
I think this game is awsome,
I think the game is good but hard .??????can you make it easy ???????????????????????? !,request-complaint
Its so good its fum and really easy to get your mind of boredness !!!;),
I love it download this game now please please!,
It I'd hard but so amazing I wish I can play a real piano??,
It's OK,
It is very cool,
I like love it.,
????????????????,
It is super fun. It is fun,
??????????????????????????,
"Your multiplayer is awful, crashed 10 times in a row.. really,really bad optimization. Only fun thing is battles and that doesnt work. 1/10",complaint
"I LOVE This Game, Its So Cool! ??",
piano music tiles,
It is Amazing General Lloyd,
I loved the excitment of the game I'm going to have a great time playing the game.,
Excellent game,
This game is amazing! It's so much fun and all the songs are really fun!,
"I came thinking ""piano tiles online? I guess I can destroy things other than my flight of the bumblebee score"" but randomly for no reason tiles can't be tapped -_- do you have any idea how annoying it is to redo skilled over and over because you literally can't tap a tile? Even skilled here is to easy but that bull glitch is pushing a lower rate than you guys deserve. Update: gonna uninstall this garbage until this gets fixed, let me know when you get around to not producing terrible knockoffs",comparison-complaint
I'm a savage,
It is so cool all the people in the world like it,
Very niceeeeee,
It's great,
Its awsome,
Fun,
Loved this app.. i cant stop playing..,
This game is so addicting I will totally recommend this for everyone who likes a challenge,
Good game,
This game is fun and that u can battle people that is the reason i like this game,
No words awesome,
It bad,
Good because it is challenging and hard but I love,
Like the game,
It is fun I like it,
I enjoyed playing this . It was a change of pace then the usual game. Thank you.,
I think this game is funnnnnnnnnn,
Ishmael,
I like how there are battles,
I love this game,
I think that it is great keep doing more,
This is the best ?? piano game ever! I mean I play it every single day I wake up.,
Love mosic,
JUST A COPY OF THE ORIGINAL .. QUITE LAGGY . BUT FUN,
It's fun.,
This is bull,
Donald it is awesome,
It's hard but fun,
It was great,
I like to play this games is so fun to play because I can pass old this game Old the people that they playing this game you can do it ??????????????????????????????????????????????????,
I love this game.,
I think this is a fun ??.,
I like the music i dont like the glitches,complaint
So good!!!very happy!!!,
Yes I love it,
Good game I enjoy the first level the best,
I love it so much I think it is so fun .,
That's so amazing game I love it ??????????????????????????,
It is an anti boring game,
Amazing and addicting you have to download it,
"Great concept but most of the times the beginning of the songs are laggy. After 2 or 3 played games in combat mode the app crashes on its own. The daily ""reward"" are ridiculously structured, you can't won 3 woth only 1 game which is absurd (for ex. I mist play 3 different times to achieve 3 crowns, 500 points and 50 perfect touches)... Needs a lot of work...",complaint
It is cool but somtimes it is hard but its ok I guess.,
I love it it fun to play me and my friends love it,
it's a just a copy of piano tiles,comparison
Fantastic game????,
Awesome game really need to try it,
The reason i gave 3*s is because when i play a song when i get to 100 it won't register taps and makes me lose please fix this,complaint-request
It is relaxing to me,
It's alright the game has great graphics and has amazing songs. But it's the adds that do it. So there is your review as you asked ????????,
What about eastr,
it's a really good game,
This game was awesome had so much fun and helps me stretch out my left hand.,
IT IS GREAT!,
Great game! That's all I have to say...,
Love the music.,
Good,
"Perfect piano tile..i played it with calm because most of the songs while i play it feel so relax & piece..just have a bit lagging..,& i don't know why..hehe..btw.,nice game..",complaint
Fun amazing like and love it and i want so that we can pick any song we want and create our own,
Fun,
Aaaaaaaaa,
Cool,
Because I like it so ilke the pinao,
Live it it is the best game ever,
It is so good.,
Love it. Its so amazing,
Meh It's k,
It totally works. Its super addictive and really fun all 5 stars,
IT IS AWESOME,
Nice music's........and graphics....and please make some music offline because it is not possible for me to download the whole music....so please please make some music offline????,request
I love this game XO much.????????????????????????:-):-):-):-):-):-):-),
Yau,
Good game fun enterting. Best game,
Thanks,
Loved it but when get a fast its very laggy please sovle then it would be perfect??,complaint
I love it,
Bad,
Loved it,
I love this game it is so easy,
Great game. But too many adds. thank you anyhow,complaint
Brilliant,
It was so amazing,
It's great!!!,
Great music but it glitches,complaint
Superb,
I love this game when ever I am board I like to play it it's fun,
This game sucked it was so glitchy and I didn't recommend,complaint
Amazing,
It does not install at all I always try to install it says to delete some apps which I don't want to delete,complaint
I thonk its AWSOME,
Good game,
It sucked,
It is great game,
It was to hard and just dosent give you good songs,complaint
I love this ?? game,
It's good because it shows you how to play piano,
Best Game Ever ????????????????????????????????????????????????????????????????????????????????????????????????,
Good,
Lol,
It is supid????????????,
It won't let me get the game but I know that it is good ????,
Luv iy??????,
Its awesome,
AWSOME I LOVED IT,
Awesome game,
1 thing 2 do 3 words 4 it I LOVE IT,
Very beautiful,
It's really fun,
Very nice.,
it is amazing,
I l I love love it,
This game is awesome and I love it they OT remake it better though,
I love the game,
Fun game to pass the time,
"IT IS A FAKE! WHEN YOU DON'T TOUCH THE BLACK TILES WHEN YOU ARE SUPPOSED TO, IT PLAYS THE BEAT ANYWAY! IT'S A FAKE!",complaint
Don't no have not played yet but good game,
I love it so the other people that have this game that's doing a battle then I bet you go faster than the other people,
Love the songs,
Why can't we log In with Google to save data?????why it drains battery so fast now im at 4% and I was playing in 25 % just in 10 minutes.I'M DONE.,complaint
Good,
Blah I didn't like the music,complaint
Every thing ish awesome,
Love it,
Its okay but I think that it should have levels,request
I asomw,
Adrian,
It's great game.can I request the V3? OR some songs in O2JAM game? For better and happy gaming..tnx ..,request
Fantastic! The only thing is the music doesn't pl,
Great graphics,
Good,
"It's challenging, and Fun, and it's very additive, I never get bored of it,and it makex you concentrate, Soooooo Fun!!!!!!??",
I love this game in general,
I like it because it could be a good app because it's something that could help kids get better and better to the rythum.,
It's just a copy only crappier than the NORMAL piano tiles,comparison
Really good but the only thing is that it doesn't play music,complaint
